Winner_Name, Winner_Items, HP_Remaining, Opponent_Name, Opponent_Items
Cressida Westbury,Leather Boots,1,Octavius Fairfax,Shield
Thaddeus Pendragon,Shield,10,Perseus Devereux,Sword
Guinevere Beaumont,Leather Boots,24,Giselle Clayton,Shield
Cyprian Harrow,Sword,2,Octavian Bannister,Shield
Leocadia Holloway,Shield,5,Amara Clayton,Leather Boots
Lysander Harrington,Leather Boots,5,Lysandra Kingsley,Sword
Euphemia Channing,Sword,23,Guinevere Langford,Shield
Lavinia Langley,Shield,4,Corbin Ashbourne,Sword
Isadora Hampton,Leather Boots,11,Helena Forrester,Sword
Valerius Hampton,Shield,16,Cassius Langford,Leather Boots
Rosamund Ashbourne,Shield,3,Caius Westbury,Sword
Cordelia Kingsley,Shield,24,Constantine Pembroke,Sword
Aurelie Carlton,Leather Boots,6,Beatrice Cromwell,Shield
Lucinda Chatham,Leather Boots,21,Perseus Kingsley,Shield
Cassius Wellford,Sword,12,Percival Stratton,Leather Boots
Leocadia Windsor,Leather Boots,5,Cyprian Monroe,Sword
Euphemia Dunstable,Sword,17,Marcus Pendleton,Shield
Aveline Cromwell,Shield,16,Marcus Langdon,Sword
Eleanor Westminster,Shield,15,Clementine Westbury,Leather Boots
Remus Devereux,Leather Boots,5,Felix Merrick,Sword
Eloise Rutherford,Leather Boots,12,Marcus Wellford,Sword
Morgana Whitmore,Shield,1,Eloise Rutherford,Sword
Seraphina Hartley,Leather Boots,12,Clementine Whitmore,Shield
Leocadia Langford,Sword,2,Aurelia Sheffield,Leather Boots
Amara Bramblecroft,Shield,1,Evangeline Bramblecroft,Leather Boots
Marcellus Last Name,Shield,6,Cordelia Meriwether,Leather Boots
Aurelia Westminster,Sword,12,Cedric Fairfax,Shield
Cordelia Mortimer,Leather Boots,13,Gawain Whitmore,Sword
Guinevere Arundel,Leather Boots,8,Valentin Wellington,Shield
Hadrian Chaucer,Shield,2,Helena Barlow,Sword
Elaine Clifford,Shield,5,Rosamund Sanderson,Sword
Lucinda Warwick,Leather Boots,4,Arabella Wentworth,Shield
Giselle Blackwell,Leather Boots,5,Isolde Channing,Sword
Rosalind Whitmore,Shield,1,Tiberius Lancaster,Leather Boots
Aveline Wellford,Sword,5,Lucinda Channing,Leather Boots
Althea Hastings,Shield,2,Augustus Hollingsworth,Leather Boots
Guinevere Mortimer,Shield,22,Elowen Langdon,Sword
Aurelia Bannister,Sword,3,Cressida Whitmore,Shield
Septimus Huntington,Shield,2,Aurelius Sinclair,Leather Boots
Marcus Devereux,Leather Boots,22,Hadrian Cromwell,Shield
Isolde Blackburn,Shield,16,Tiberius Witherspoon,Sword
Quintus Marston,Shield,13,Seraphina Hampton,Sword
Cordelia Merrick,Shield,1,Corin Meriwether,Sword
Briallen Marston,Shield,11,Amara Standish,Leather Boots
Julius Chatham,Sword,6,Eleanor Blackwell,Leather Boots
Lancelot Blackburn,Leather Boots,11,Althea Westminster,Shield
Rosamund Monroe,Shield,3,Theron Wellington,Leather Boots
Corbin Ellis,Sword,14,Lancelot Winslow,Shield
Augustus Clayton,Leather Boots,27,Cyprian Faraday,Sword
Tiberius Bradbury,Leather Boots,9,Titania Marlowe,Shield
Leander Beauchamp,Sword,14,Hadrian Huntington,Leather Boots
Felix Witherspoon,Sword,1,Giselle Llewellyn,Shield
Briallen Harper,Shield,2,Euphemia Carleton,Leather Boots
Valentin Hollingsworth,Shield,11,Evangeline Drake,Leather Boots
Julius Standish,Leather Boots,8,Ambrose Bramblecroft,Shield
Cassian Stratton,Sword,5,Tiberius Rutherford,Leather Boots
Corin Clifford,Sword,15,Evangeline Whitfield,Leather Boots
Percival Winchester,Leather Boots,11,Aveline Langford,Sword
Ginevra Langdon,Shield,11,Severus Dunstable,Leather Boots
Lysandra Hollingsworth,Sword,3,Gwendolyn Davenport,Shield
Eleanor Winchester,Shield,8,Valentin Huntington,Sword
Leon Witherspoon,Leather Boots,1,Hadrian Clayton,Shield
Lancelot Stanhope,Sword,17,Lucian Wellford,Shield
Lyra Harrow,Shield,13,Caius Marston,Sword
Maximus Barlow,Leather Boots,7,Lavinia Meriwether,Shield
Giselle Ellis,Leather Boots,10,Lucinda Stratford,Shield
Cressida Claybourne,Leather Boots,11,Lysander Wycliffe,Shield
Aurelian Stanhope,Shield,16,Artemis Bannister,Sword
Isolde Chaucer,Leather Boots,12,Beatrice Stanhope,Sword
Cressida Merrick,Shield,2,Hadrian Stanhope,Leather Boots
Cedric Pendragon,Sword,2,Beatrice Harrington,Leather Boots
Leon Hastings,Leather Boots,1,Leander Meriwether,Shield
Cedric Mortimer,Shield,6,Artemis Stratford,Sword
Lucian Bellingham,Shield,4,Gwendolyn Arundel,Leather Boots
Artemis Hollingsworth,Sword,3,Remus Sheffield,Shield
Maximus Llewellyn,Sword,2,Rowena Monroe,Leather Boots
Felix Huntington,Sword,7,Rowena Holloway,Leather Boots
Guinevere Hastings,Sword,10,Valerius Langford,Leather Boots
Cressida Hartley,Sword,13,Titania Somerset,Shield
Euphemia Warwick,Shield,18,Lysander Holloway,Leather Boots
Cordelia Hollingsworth,Shield,8,Lucian Hampton,Leather Boots
Marcus Ashbourne,Shield,9,Marcellus Bradbury,Leather Boots
Isolde Wellington,Sword,10,Evangeline Marston,Leather Boots
Lysander Chadwell,Leather Boots,12,Guinevere Sanderson,Sword
Tiberius Wellington,Shield,2,Titus Chadwell,Sword
Cassius Dunstan,Leather Boots,13,Septimus Chatham,Shield
Cassius Langley,Leather Boots,18,Artemis Sanderson,Sword
Guinevere Beaumont,Leather Boots,12,Morgana Winthrop,Sword
Helena Mortimer,Leather Boots,20,Octavius Hastings,Sword
Marcellus Stratton,Shield,12,Julius Wellford,Leather Boots
Gawain Cromwell,Sword,12,Seraphina Hampton,Leather Boots
Maximus Barlow,Sword,1,Rosalind Pendleton,Shield
Percival Ellis,Sword,1,Tiberius Whitmore,Leather Boots
Caius Harrington,Sword,12,Ambrose Fitzgerald,Leather Boots
Aurelius Merrick,Shield,11,Augustus Warwick,Leather Boots
Junia Hampton,Leather Boots,21,Gwendolyn Hollingsworth,Shield
Aveline Somerset,Shield,8,Helena Sinclair,Sword
Tiberius Whitaker,Sword,2,Daphne Marlowe,Leather Boots
Gawain Cromwell,Shield,2,Cordelia Thornton,Leather Boots
Eloise Sinclair,Sword,15,Galen Mortimer,Shield
Perseus Redcliffe,Sword,7,Seraphina Rutherford,Shield
Elaine Bradford,Sword,1,Guinevere Fairchild,Shield
Julius Donovan,Sword,13,Gaius Dunstan,Shield
Arabella Somerset,Sword,8,Guinevere Wellford,Shield
Hadrian Monroe,Shield,5,Ariadne Somerset,Sword
Cyprian Carlyle,Sword,2,Daphne Fitzgerald,Leather Boots
Quintus Montgomery,Leather Boots,13,Valerius Montgomery,Shield
Eloise Hawthorne,Leather Boots,2,Isadora Langley,Sword
Ambrose Whitaker,Leather Boots,5,Rosamund Stratford,Sword
Corbin Pendleton,Sword,12,Lucius Witherspoon,Leather Boots
Isolde Drake,Sword,13,Ginevra Somerset,Shield
Lucian Stratton,Leather Boots,10,Carl Redcliffe,Sword
Augustus Winchester,Shield,8,Cedric Arundel,Leather Boots
Cedric Arundel,Sword,2,Thaddeus Hampton,Shield
Cyprian Bradbury,Leather Boots,19,Guinevere Chamberlain,Shield
Guinevere Winthrop,Shield,3,Ariadne Winchester,Sword
Cordelia Covington,Sword,6,Cassius Blackwood,Leather Boots
Lysandra Addington,Shield,24,Tiberius Hawthorne,Sword
Valerius Carlisle,Leather Boots,2,Quintus Standish,Sword
Carl Warwick,Sword,3,Octavian Dunstable,Shield
Gwendolyn Bannister,Sword,2,Lucinda Montgomery,Leather Boots
Cornelius Carlton,Sword,1,Leocadia Withers,Leather Boots
Guinevere Witherspoon,Leather Boots,8,Cyprian Barlow,Sword
Lysander Devereux,Leather Boots,2,Orlando Monroe,Sword
Cassius Stratton,Sword,4,Septimus Fairchild,Shield
Althea Fairfax,Shield,1,Cassian Winslow,Sword
Leocadia Stanhope,Leather Boots,8,Cassian Harrow,Sword
Isolde Farleigh,Shield,5,Caius Forrester,Leather Boots
Lyra Clifford,Leather Boots,18,Cassius Standish,Shield
Elara Stratton,Leather Boots,4,Isadora Forrester,Sword
Ginevra Donovan,Sword,2,Remus Marston,Shield
Ambrose Sanderson,Leather Boots,14,Lucian Hartley,Sword
Octavian Westminster,Leather Boots,7,Aurelia Clayton,Sword
Seraphina Hollingsworth,Shield,16,Cyprian Monroe,Sword
Lucian Drake,Shield,10,Junia Chamberlain,Sword
Marcus Farleigh,Sword,8,Guinevere Westminster,Shield
Hadrian Bramblecroft,Shield,7,Lavinia Westbury,Leather Boots
Titania Chadwell,Leather Boots,6,Titus Hartley,Sword
Euphemia Llewellyn,Shield,22,Giselle Holloway,Sword
Quintus Forrester,Leather Boots,16,Leocadia Redcliffe,Shield
Felix Devereux,Shield,22,Cordelia Fairchild,Leather Boots
Isolde Meriwether,Leather Boots,17,Lyra Whitaker,Shield
Ginevra Whitfield,Shield,23,Cassius Hastings,Sword
Tiberius Pendragon,Sword,2,Felix Fitzgerald,Leather Boots
Giselle Chadwell,Leather Boots,4,Rowan Carleton,Shield
Marcus Stanhope,Shield,8,Lucian Forrester,Sword
Marcus Whitfield,Shield,1,Cornelius Wycliffe,Sword
Aurelia Covington,Leather Boots,1,Guinevere Monroe,Sword
Marcus Sinclair,Shield,26,Orlando Faraday,Leather Boots
Lavinia Redmond,Leather Boots,3,Titania Windsor,Shield
Clementine Clayton,Shield,4,Lucinda Beaumont,Sword
Elowen Harrington,Shield,1,Augustus Westcott,Sword
Corin Cromwell,Leather Boots,5,Helena Stanhope,Sword
Junia Marlowe,Leather Boots,9,Ariadne Hastings,Sword
Maximus Redmond,Shield,6,Althea Fitzwilliam,Leather Boots
Isadora Devereux,Shield,1,Remus Barlow,Sword
Quintus Stratton,Sword,6,Lancelot Pendleton,Shield
Theron Carlisle,Sword,8,Tiberius Bradford,Shield
Eleanor Beauchamp,Sword,1,Cedric Wellford,Shield
Valentin Stratford,Sword,6,Quintus Whitmore,Leather Boots
Guinevere Standish,Shield,5,Lysander Chadwell,Sword
Caius Langford,Shield,8,Althea Chaucer,Sword
Maximus Davenport,Leather Boots,3,Octavian Arundel,Shield
Morgana Bramblecroft,Sword,12,Elaine Redcliffe,Leather Boots
Maximus Merrick,Sword,14,Arabella Redcliffe,Leather Boots
Lyra Hartley,Sword,18,Constantine Pendragon,Shield
Gaius Blackwell,Leather Boots,12,Valentin Beauchamp,Shield
Eleanor Dunstable,Shield,7,Amara Dunstan,Leather Boots
Cassia Barlow,Sword,6,Guinevere Forrester,Shield
Cressida Faraday,Leather Boots,4,Elowen Stratford,Sword
Aurelia Dunstan,Leather Boots,21,Leocadia Stanhope,Sword
Helena Whitmore,Shield,8,Ambrose Holloway,Sword
Morgana Blackburn,Leather Boots,19,Caius Wellford,Sword
Cyprian Hastings,Leather Boots,1,Thaddeus Witherspoon,Sword
Guinevere Claybourne,Shield,8,Guinevere Barlow,Sword
Evangeline Fitzwilliam,Leather Boots,15,Lucius Redmond,Sword
Eloise Stanhope,Sword,10,Augustus Wellford,Shield
Octavian Ashbourne,Leather Boots,11,Valerius Addington,Sword
Leocadia Whitmore,Leather Boots,11,Leocadia Stanhope,Sword
Leocadia Hawthorne,Shield,16,Elaine Langley,Sword
Titania Thornton,Shield,2,Aveline Clayton,Leather Boots
Cassius Dunstan,Leather Boots,4,Cassian Carlisle,Sword
Percival Last Name,Sword,13,Eloise Windsor,Shield
Clementine Fitzgerald,Shield,15,Lancelot Sanderson,Sword
Galen Sheffield,Leather Boots,5,Titus Hampton,Sword
Leon Fairfax,Leather Boots,8,Lucius Winslow,Sword
Amara Forrester,Shield,6,Remus Gresham,Sword
Briallen Stratford,Shield,5,Felix Harper,Sword
Elowen Barlow,Sword,6,Lucius Clifford,Leather Boots
Evangeline Windsor,Leather Boots,8,Cressida Redmond,Sword
Augustus Gresham,Sword,1,Remus Sanderson,Leather Boots
Leon Stratton,Sword,2,First Name Fairfax,Shield
Helena Hampton,Sword,1,Cassius Langley,Shield
Arabella Westbury,Sword,27,Rosalind Wellington,Leather Boots
Elara Westcott,Shield,16,Rowan Whitfield,Sword
Quintus Fitzwilliam,Shield,6,Lucinda Chamberlain,Sword
Caius Westbury,Shield,17,Isolde Redmond,Leather Boots
Lucius Chadwick,Sword,11,Isolde Carlton,Leather Boots
Julius Pembroke,Leather Boots,10,Corbin Monroe,Sword
Octavius Last Name,Sword,4,Severus Witherspoon,Shield
Leander Hollingsworth,Leather Boots,1,Helena Westbury,Shield
Orlando Fitzgerald,Shield,16,Remus Davenport,Leather Boots
Lysandra Sinclair,Leather Boots,5,Gawain Carlisle,Shield
Gaius Bramblecroft,Shield,16,Lucius Hawthorne,Leather Boots
Ambrose Whitaker,Shield,5,Quintus Sinclair,Leather Boots
Julius Blackwood,Leather Boots,2,Lucius Merrick,Shield
Arabella Beaumont,Sword,26,Lancelot Chamberlain,Leather Boots
Cyprian Chadwick,Sword,4,Lysander Rutherford,Shield
Augustus Harrington,Leather Boots,5,Valerius Gresham,Shield
Isolde Drake,Sword,4,Cordelia Marston,Shield
Caius Manning,Shield,7,Althea Winthrop,Sword
Elara Fitzwilliam,Leather Boots,10,Aurelie Fairchild,Sword
Titania Beauchamp,Leather Boots,13,Gwendolyn Claybourne,Sword
Hadrian Devereux,Shield,12,Ariadne Beauchamp,Sword
Corbin Beauchamp,Sword,8,Carl Mortimer,Leather Boots
Carl Wentworth,Sword,3,Aurelius Monroe,Leather Boots
Caius Bramblecroft,Leather Boots,9,Seraphina Bradford,Shield
Clementine Whitfield,Sword,21,Corin Whitaker,Shield
Cassius Bramblecroft,Leather Boots,1,Corbin Carleton,Shield
Aurelia Chamberlain,Leather Boots,18,Elaine Windsor,Shield
Benedict Chamberlain,Shield,8,Guinevere Stratford,Leather Boots
Remus Carlyle,Leather Boots,7,Julius Carlyle,Sword
Rowena Whitmore,Leather Boots,7,Gwendolyn Addington,Shield
Cressida Bellingham,Sword,7,Elaine Hazelmere,Leather Boots
Ginevra Somerset,Shield,1,Helena Dunstable,Sword
Corin Wellford,Leather Boots,8,Arabella Westcott,Sword
Ginevra Carlton,Shield,3,Ginevra Stanhope,Sword
Cornelius Harrington,Sword,3,Leon Chaucer,Leather Boots
Gawain Drake,Sword,2,Hadrian Clifford,Leather Boots
Corin Carlisle,Leather Boots,7,Lucian Gresham,Sword
Rosamund Last Name,Leather Boots,13,Percival Barlow,Sword
Titus Winchester,Leather Boots,8,Caius Drake,Sword
Cyprian Blackwell,Leather Boots,19,Rosalind Hastings,Shield
Tiberius Devereux,Leather Boots,14,Cassia Westcott,Sword
Rowan Fairfax,Leather Boots,2,Cassius Withers,Sword
Felix Blackwell,Leather Boots,3,Galen Fairchild,Sword
Cassia Addington,Leather Boots,14,Aveline Pendleton,Sword
Septimus Langdon,Leather Boots,11,Tiberius Carlton,Sword
Leon Chaucer,Sword,8,Thaddeus Westcott,Leather Boots
Valentin Claybourne,Shield,14,Cornelius Davenport,Leather Boots
Marcus Bannister,Sword,9,Isolde Warwick,Leather Boots
Gwendolyn Sanderson,Leather Boots,7,Leocadia Lancaster,Shield
Ariadne Wycliffe,Sword,23,Aurelia Stanhope,Shield
Benedict Pendragon,Shield,8,Julius Ellis,Leather Boots
Ariadne Warwick,Leather Boots,10,Perseus Last Name,Sword
Elowen Wellford,Sword,2,Galen Bradford,Shield
Lavinia Hazelmere,Sword,12,Evangeline Winslow,Leather Boots
Perseus Harrington,Shield,6,Corin Forrester,Sword
Octavian Westbury,Shield,16,Quintus Wellington,Sword
Aveline Pembroke,Shield,12,Lyra Witherspoon,Leather Boots
Percival Stratton,Sword,2,Gaius Chaucer,Leather Boots
Elowen Standish,Shield,25,Quintus Huntington,Sword
Octavian Hastings,Shield,19,Tiberius Sheffield,Leather Boots
Lucinda Manning,Sword,9,Caius Sanderson,Shield
Constantine Pembroke,Sword,12,Briallen Covington,Shield
Arabella Faraday,Sword,8,Giselle Carlton,Leather Boots
Guinevere Warwick,Shield,2,Octavian Withers,Sword
First Name Mortimer,Sword,3,Seraphina Stanhope,Shield
Cordelia Witherspoon,Sword,4,Elara Manning,Leather Boots
Rosalind Holloway,Sword,4,Althea Marlowe,Leather Boots
Gwendolyn Stanhope,Sword,7,Corbin Westminster,Shield
Severus Dunstan,Leather Boots,16,Leander Fairfax,Sword
Guinevere Mortimer,Sword,8,Helena Arundel,Leather Boots
Felix Fairchild,Shield,1,Aurelia Mortimer,Sword
Tiberius Westbury,Leather Boots,19,Eleanor Whitmore,Shield
Leocadia Blackwell,Shield,9,Ambrose Rutherford,Leather Boots
Tiberius Hartley,Sword,8,Leocadia Dunstable,Leather Boots
Amara Davenport,Sword,9,Beatrice Chaucer,Leather Boots
Aurelia Hastings,Leather Boots,6,Giselle Forrester,Shield
Gawain Langdon,Shield,14,Giselle Lancaster,Leather Boots
Gawain Last Name,Leather Boots,18,Tiberius Winchester,Sword
Aurelius Manning,Leather Boots,10,Isolde Fairfax,Sword
Elaine Clifford,Leather Boots,6,Ginevra Davenport,Sword
Guinevere Devereux,Leather Boots,3,Galen Withers,Sword
Lancelot Pendragon,Leather Boots,22,Constantine Bramblecroft,Shield
Corin Meriwether,Shield,4,Augustus Farleigh,Sword
Hadrian Dunstan,Leather Boots,9,Theron Faraday,Sword
Cassius Warwick,Sword,10,Aurelia Rutherford,Leather Boots
Aurelius Langley,Shield,7,Lucian Hartley,Sword
Briallen Marlowe,Shield,17,Lyra Last Name,Leather Boots
Gawain Bellingham,Leather Boots,8,Aurelian Windsor,Sword
Isolde Carleton,Sword,16,Perseus Chaucer,Shield
Briallen Fitzgerald,Leather Boots,8,Octavius Harrington,Shield
Gwendolyn Withers,Shield,7,Aurelian Covington,Sword
Quintus Kingsley,Sword,4,Aurelie Bannister,Leather Boots
Orlando Huntington,Sword,9,Rosamund Wycliffe,Leather Boots
Julius Langdon,Sword,25,Rowena Farleigh,Leather Boots
Aurelia Merrick,Sword,17,Lucian Westbury,Shield
Rosamund Sanderson,Leather Boots,18,Lavinia Hollingsworth,Shield
Lucian Hampton,Shield,11,Rowena Withers,Sword
Lavinia Thornton,Sword,5,Titania Somerset,Leather Boots
Gaius Bellingham,Leather Boots,17,Cedric Wellington,Shield
Ambrose Blackwood,Leather Boots,5,Remus Hartley,Shield
Perseus Arundel,Sword,16,Ginevra Redmond,Shield
Rowena Carlyle,Leather Boots,1,Guinevere Holloway,Sword
Maximus Chadwell,Leather Boots,5,Perseus Clayton,Shield
Clementine Bradford,Sword,4,Lucius Hastings,Leather Boots
Caius Whitfield,Leather Boots,13,Guinevere Beauchamp,Shield
Ambrose Cromwell,Sword,4,Cyprian Chadwell,Shield
Leocadia Whitaker,Shield,2,Hadrian Marston,Sword
Quintus Stratton,Shield,13,Cornelius Meriwether,Sword
Julius Bellingham,Shield,12,Seraphina Sanderson,Sword
Leander Westbury,Shield,6,Caius Winslow,Leather Boots
Cassius Devereux,Shield,15,Euphemia Forrester,Leather Boots
Constantine Fitzwilliam,Shield,3,Carl Whitfield,Leather Boots
Aurelius Chaucer,Leather Boots,5,Quintus Llewellyn,Sword
Marcus Redmond,Shield,12,Helena Bellingham,Sword
Elaine Redmond,Leather Boots,16,Septimus Blackwell,Shield
Aurelie Wellford,Shield,14,Lysandra Bradbury,Sword
Ambrose Wentworth,Leather Boots,24,Rosalind Somerset,Sword
Constantine Wycliffe,Sword,2,Galen Clayton,Leather Boots
Septimus Standish,Leather Boots,36,Cordelia Marston,Sword
Euphemia Claybourne,Leather Boots,9,Aurelie Marlowe,Shield
Caius Langdon,Leather Boots,12,Julius Stanhope,Shield
Evangeline Monroe,Shield,5,Euphemia Covington,Leather Boots
Amara Fairchild,Sword,15,Rowan Clifford,Shield
Ariadne Fairfax,Sword,2,Titania Carlyle,Shield
Rowan Winthrop,Leather Boots,14,Lucian Marston,Sword
Remus Chadwick,Shield,9,Hadrian Westminster,Sword
Giselle Chadwick,Leather Boots,16,Septimus Hawthorne,Sword
Leander Fairchild,Shield,2,Hadrian Bellingham,Leather Boots
Cyprian Beaumont,Shield,16,Titus Ashbourne,Leather Boots
Daphne Farleigh,Leather Boots,15,Isolde Withers,Sword
Leocadia Monroe,Leather Boots,3,Perseus Winthrop,Sword
Cyprian Hollingsworth,Shield,8,Beatrice Chamberlain,Sword
Daphne Winchester,Sword,3,Cassia Sinclair,Shield
Cressida Marlowe,Leather Boots,8,Arabella Holloway,Sword
Eleanor Whitmore,Leather Boots,36,Lucius Hartley,Sword
Perseus Winthrop,Leather Boots,2,Aurelia Bellingham,Shield
Felix Kingsley,Leather Boots,3,Cassia Kingsley,Sword
Evangeline Ashbourne,Shield,1,Aveline Pendleton,Leather Boots
Cordelia Winslow,Leather Boots,12,Aurelia Sheffield,Sword
Aurelia Stanhope,Sword,29,Isolde Montgomery,Leather Boots
Aurelius Devereux,Sword,4,Titus Channing,Leather Boots
Galen Hazelmere,Leather Boots,15,Morgana Hastings,Sword
Cordelia Gresham,Leather Boots,6,Elaine Last Name,Sword
Seraphina Harrow,Leather Boots,4,Elara Claybourne,Shield
Hadrian Bradbury,Shield,6,Clementine Winchester,Leather Boots
Cassius Bramblecroft,Sword,9,Ginevra Harrow,Shield
Althea Chamberlain,Shield,2,Elara Carlton,Sword
Cornelius Clifford,Sword,4,Octavian Westcott,Leather Boots
Isolde Rutherford,Leather Boots,5,Caius Barlow,Sword
Arabella Westminster,Shield,5,Guinevere Bradford,Sword
Lancelot Farleigh,Shield,15,Ariadne Bradford,Leather Boots
Aurelian Sanderson,Sword,3,Evangeline Last Name,Shield
Perseus Cromwell,Leather Boots,6,Cassius Whitmore,Shield
Quintus Covington,Leather Boots,11,Clementine Clayton,Sword
Helena Winthrop,Shield,5,Ariadne Covington,Sword
Cressida Marston,Sword,11,Beatrice Pembroke,Shield
Felix Wentworth,Shield,25,Quintus Dunstan,Leather Boots
Tiberius Faraday,Shield,4,Constantine Westcott,Sword
Guinevere Fairchild,Leather Boots,17,Titus Carlton,Sword
Elowen Gresham,Leather Boots,32,Morgana Blackwood,Shield
Valerius Winthrop,Shield,4,Octavius Harper,Leather Boots
Cordelia Harrington,Shield,11,Severus Cromwell,Leather Boots
Eloise Bellingham,Shield,16,Gawain Addington,Sword
Cressida Sinclair,Shield,8,Evangeline Pembroke,Sword
Constantine Clifford,Leather Boots,9,Julius Merrick,Sword
Tiberius Harrington,Shield,12,Felix Claybourne,Leather Boots
Julius Stratton,Shield,6,Lavinia Thornton,Sword
Elowen Clayton,Leather Boots,19,Guinevere Whitaker,Shield
Morgana Redmond,Sword,8,Eleanor Witherspoon,Shield
Elaine Warwick,Shield,1,Leander Dunstan,Sword
Aveline Davenport,Sword,5,Caius Cromwell,Leather Boots
Augustus Clifford,Sword,11,Elowen Stratford,Leather Boots
Rosamund Hollingsworth,Leather Boots,15,Thaddeus Mortimer,Sword
Arabella Whitmore,Leather Boots,3,Carl Channing,Shield
Eleanor Rutherford,Shield,3,Quintus Marlowe,Sword
Cassian Clayton,Sword,3,Gaius Harper,Leather Boots
Remus Covington,Leather Boots,14,Lucius Huntington,Shield
Leander Wentworth,Leather Boots,12,Isolde Harper,Shield
Elaine Redmond,Leather Boots,24,Gawain Carleton,Sword
Aveline Drake,Sword,8,Octavian Ashbourne,Shield
Cordelia Whitaker,Shield,19,Lancelot Dunstan,Leather Boots
Thaddeus Ashbourne,Sword,2,Lucinda Windsor,Leather Boots
Guinevere Carlyle,Leather Boots,3,Marcellus Pendragon,Sword
Constantine Hartley,Sword,7,Marcellus Last Name,Shield
Aurelia Wellford,Sword,13,Lucius Fitzgerald,Shield
Isolde Westbury,Sword,17,Rosalind Winchester,Leather Boots
Octavian Gresham,Leather Boots,2,Eloise Chaucer,Sword
Aurelia Donovan,Leather Boots,8,Gwendolyn Cromwell,Shield
Elara Hartley,Shield,7,Lavinia Whitaker,Sword
Cassius Manning,Leather Boots,13,Lavinia Bradbury,Shield
Felix Blackwood,Leather Boots,2,Eloise Merrick,Sword
Aurelian Hawthorne,Shield,4,Althea Carlisle,Leather Boots
Daphne Forrester,Leather Boots,17,Lyra Bradford,Sword
Rosamund Langford,Sword,10,Corin Thornton,Shield
Quintus Pendragon,Sword,1,Percival Blackburn,Shield
Evangeline Fairfax,Leather Boots,4,Clementine Fairchild,Sword
Althea Llewellyn,Shield,6,Tiberius Fitzgerald,Sword
Elowen Donovan,Leather Boots,5,Maximus Faraday,Sword
Ginevra Carlisle,Shield,12,Lucian Forrester,Sword
Aurelie Llewellyn,Shield,17,Marcus Harper,Sword
Aurelius Whitaker,Leather Boots,7,Cedric Beauchamp,Shield
Gwendolyn Winslow,Sword,23,Ginevra Gresham,Leather Boots
Rowan Sinclair,Sword,14,Quintus Chadwell,Leather Boots
Constantine Wellington,Shield,14,Tiberius Cromwell,Leather Boots
Euphemia Harrow,Leather Boots,22,Isolde Monroe,Sword
Arabella Westminster,Leather Boots,7,Augustus Harrington,Shield
Felix Wycliffe,Leather Boots,15,Lysander Harrington,Shield
Aurelie Wellington,Shield,17,Guinevere Donovan,Sword
Elowen Bannister,Sword,1,Lysandra Mortimer,Shield
Galen Beauchamp,Shield,1,Clementine Bellingham,Sword
Helena Whitfield,Shield,10,Hadrian Westbury,Leather Boots
Aurelie Marston,Shield,1,Augustus Hampton,Leather Boots
Seraphina Bradbury,Sword,15,Elara Forrester,Shield
Rosamund Manning,Leather Boots,17,Caius Chamberlain,Sword
Aurelia Westminster,Shield,22,Julius Whitmore,Sword
Marcellus Rutherford,Shield,5,Euphemia Arundel,Leather Boots
Giselle Forrester,Leather Boots,5,Cassian Standish,Shield
Rosamund Wellford,Leather Boots,16,Percival Manning,Shield
Octavius Witherspoon,Shield,3,Leander Faraday,Sword
Tiberius Monroe,Leather Boots,9,Cyprian Bramblecroft,Shield
Aurelia Stratford,Leather Boots,5,Leocadia Hampton,Sword
Octavian Westbury,Sword,7,Clementine Huntington,Shield
Daphne Holloway,Shield,9,Rowan Meriwether,Leather Boots
Giselle Faraday,Shield,5,Valerius Farleigh,Leather Boots
Maximus Davenport,Leather Boots,9,Cassius Whitaker,Sword
Lucinda Llewellyn,Leather Boots,10,Arabella Hastings,Shield
Cyprian Redmond,Sword,18,Valerius Langdon,Shield
Valentin Warwick,Shield,11,Lucius Whitfield,Sword
Titania Fairchild,Shield,17,Septimus Lancaster,Leather Boots
Gwendolyn Pendragon,Shield,11,Ariadne Westbury,Sword
Lysander Fairchild,Shield,16,Cedric Fitzgerald,Sword
Cordelia Gresham,Shield,9,Hadrian Pendleton,Sword
Felix Lancaster,Sword,2,Octavius Cromwell,Leather Boots
Cordelia Cromwell,Leather Boots,15,Cassius Hollingsworth,Sword
Cassius Stratton,Sword,6,Isolde Davenport,Shield
Galen Devereux,Leather Boots,24,Rowan Bradbury,Sword
Giselle Hawthorne,Leather Boots,14,Percival Montgomery,Sword
Marcus Drake,Sword,23,Leocadia Channing,Shield
Perseus Cromwell,Shield,6,Lysander Blackburn,Sword
Guinevere Ellis,Sword,5,Helena Channing,Shield
Hadrian Marlowe,Sword,9,Arabella Mortimer,Leather Boots
Caius Clifford,Leather Boots,9,Galen Whitmore,Shield
Beatrice Monroe,Sword,1,Isadora Fairfax,Shield
Quintus Merrick,Leather Boots,11,Septimus Ellis,Sword
Aveline Winslow,Leather Boots,24,Lysandra Forrester,Shield
Caius Davenport,Shield,9,Beatrice Covington,Leather Boots
Althea Hollingsworth,Shield,7,Cedric Pembroke,Leather Boots
Augustus Holloway,Shield,2,Helena Fitzwilliam,Sword
Cordelia Westbury,Leather Boots,10,Cornelius Winslow,Shield
Isadora Gresham,Shield,27,Seraphina Holloway,Sword
